Unnamed: 0,States/UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,ShapeFile State,Annual_Rainfall,Rain_Deficit
2413,Gujarat Region,1997,0.7,0.0,0.2,3.3,3.6,355.3,241.9,358.0,96.1,8.1,0.9,0.9,1069.0,Gujarat,1069.0,0.0
2414,Gujarat Region,1998,0.0,0.1,0.0,0.0,0.0,111.5,312.2,196.1,346.9,98.8,4.4,0.0,1070.0,Gujarat,1070.0,0.0
2415,Gujarat Region,1999,0.0,2.0,0.0,0.0,7.4,158.0,219.4,55.1,57.2,69.5,0.0,0.0,568.6,Gujarat,568.6,0.0
2416,Gujarat Region,2000,0.0,0.1,0.0,0.0,36.1,62.9,301.1,133.0,13.5,0.2,0.0,3.6,550.5,Gujarat,550.5000000000001,-1.1368683772161603e-13
2417,Gujarat Region,2001,6.1,0.0,0.0,0.2,2.1,216.9,320.0,256.8,17.8,28.9,0.2,0.0,849.0,Gujarat,848.9999999999999,1.1368683772161603e-13
2418,Gujarat Region,2002,4.1,0.0,0.1,0.0,0.0,234.2,45.8,238.5,113.7,0.6,0.1,0.1,637.2,Gujarat,637.2000000000002,-1.1368683772161603e-13
2419,Gujarat Region,2003,0.0,6.1,0.1,0.0,0.0,209.3,518.7,314.6,109.5,1.9,0.0,0.0,1160.2,Gujarat,1160.2000000000003,-2.2737367544323206e-13
2420,Gujarat Region,2004,0.0,0.0,0.0,0.0,4.4,135.5,238.2,553.7,51.8,22.2,0.0,0.0,1005.8,Gujarat,1005.8000000000001,-1.1368683772161603e-13
2421,Gujarat Region,2005,0.0,0.0,0.0,0.0,0.3,367.3,378.7,229.4,339.2,1.4,0.0,0.0,1316.3,Gujarat,1316.3,0.0
2422,Gujarat Region,2006,0.0,0.0,0.8,0.0,0.2,123.5,576.0,624.8,140.6,9.2,2.9,0.0,1478.0,Gujarat,1478.0,0.0
2423,Gujarat Region,2007,0.1,0.4,0.0,0.0,0.3,94.0,567.8,345.6,169.4,0.0,1.4,0.0,1179.0,Gujarat,1179.0,0.0
2424,Gujarat Region,2008,0.0,0.0,0.0,3.1,0.1,58.2,261.9,369.5,204.3,11.6,0.1,2.3,911.1,Gujarat,911.0999999999999,1.1368683772161603e-13
2425,Gujarat Region,2009,0.0,0.0,0.3,0.0,0.0,17.0,390.3,143.5,54.9,27.4,8.1,0.0,641.5,Gujarat,641.5,0.0
2426,Gujarat Region,2010,0.2,0.0,0.0,0.0,0.0,59.3,328.2,431.0,216.6,12.2,41.0,0.2,1088.7,Gujarat,1088.7,0.0
2427,Gujarat Region,2011,0.0,0.2,0.0,0.0,0.0,16.3,259.2,451.7,162.5,0.4,0.0,0.0,890.3,Gujarat,890.3,0.0
2428,Gujarat Region,2012,0.1,0.0,0.0,0.0,0.0,34.4,178.2,230.3,263.8,7.1,0.0,0.0,713.9,Gujarat,713.9,0.0
2429,Gujarat Region,2013,0.0,0.9,0.1,4.6,0.0,155.7,405.4,211.1,287.3,53.2,0.1,0.0,1118.4,Gujarat,1118.3999999999999,2.2737367544323206e-13
2430,Gujarat Region,2014,5.7,0.1,0.2,1.0,1.3,11.6,307.5,138.6,235.1,3.3,1.3,0.0,705.7,Gujarat,705.6999999999999,1.1368683772161603e-13
2431,Gujarat Region,2015,1.8,0.0,6.1,5.5,0.9,120.7,354.7,37.4,93.4,2.2,0.3,0.0,623.0,Gujarat,623.0,0.0
2432,Gujarat Region,2016,0.0,0.0,0.6,0.0,0.4,31.8,255.8,303.9,105.3,66.9,0.0,0.0,764.7,Gujarat,764.6999999999999,1.1368683772161603e-13
2433,Gujarat Region,2017,0.0,0.0,0.0,0.0,0.2,137.7,613.1,179.7,67.2,15.5,0.0,11.0,1024.4,Gujarat,1024.4,0.0
2434,Saurashtra & Kutch,1901,1.9,0.0,0.1,0.2,3.2,9.1,87.8,62.5,12.0,3.8,0.0,0.7,181.3,Gujarat,181.3,0.0
2435,Saurashtra & Kutch,1902,0.1,0.0,0.0,0.5,1.1,14.4,92.9,160.0,123.9,1.5,0.1,6.5,401.0,Gujarat,401.0,0.0
2436,Saurashtra & Kutch,1903,0.5,0.0,1.7,0.0,3.1,10.5,337.9,96.1,61.9,11.1,0.0,0.0,522.8,Gujarat,522.8,0.0
2437,Saurashtra & Kutch,1904,1.4,5.8,17.5,0.0,0.0,9.5,111.2,9.4,28.9,0.3,1.7,0.0,185.7,Gujarat,185.70000000000002,-2.842170943040401e-14
2438,Saurashtra & Kutch,1905,1.5,1.0,0.6,0.4,0.0,6.4,254.5,12.3,12.8,0.4,0.0,0.0,289.9,Gujarat,289.9,0.0
2439,Saurashtra & Kutch,1906,0.9,28.2,0.0,0.0,0.0,126.0,161.0,152.2,56.6,14.9,0.0,0.6,540.4,Gujarat,540.4,0.0
2440,Saurashtra & Kutch,1907,0.0,19.7,0.0,2.3,0.4,69.0,201.1,213.7,3.3,0.0,0.0,0.0,509.5,Gujarat,509.5,0.0
2441,Saurashtra & Kutch,1908,3.6,0.0,0.0,0.0,0.0,30.2,284.8,198.8,10.4,0.1,0.0,0.0,527.9,Gujarat,527.9000000000001,-1.1368683772161603e-13
2442,Saurashtra & Kutch,1909,0.2,3.5,0.0,3.6,1.0,99.6,247.5,64.8,157.2,2.3,0.0,6.7,586.4,Gujarat,586.4,0.0
2443,Saurashtra & Kutch,1910,0.3,0.0,0.0,0.4,0.5,163.8,162.1,194.2,24.7,3.6,0.2,0.0,549.8,Gujarat,549.8000000000001,-1.1368683772161603e-13
2444,Saurashtra & Kutch,1911,1.5,0.0,35.5,0.0,0.5,42.1,12.6,27.4,19.9,0.2,0.2,0.4,140.3,Gujarat,140.29999999999998,2.842170943040401e-14
2445,Saurashtra & Kutch,1912,0.0,0.0,0.7,0.5,0.3,62.6,428.7,133.5,20.2,2.7,3.4,0.0,652.6,Gujarat,652.6,0.0
2446,Saurashtra & Kutch,1913,0.0,0.0,0.1,0.0,0.7,213.1,352.8,122.6,61.9,0.5,0.0,0.1,751.8,Gujarat,751.8000000000001,-1.1368683772161603e-13
2447,Saurashtra & Kutch,1914,0.0,9.8,0.4,0.0,4.9,161.3,118.1,36.5,238.0,4.2,4.1,0.0,577.3,Gujarat,577.3000000000001,-1.1368683772161603e-13
2448,Saurashtra & Kutch,1915,1.3,1.3,7.9,7.2,1.3,34.9,99.3,12.3,29.5,50.6,0.0,0.2,245.8,Gujarat,245.79999999999998,2.842170943040401e-14
2449,Saurashtra & Kutch,1916,0.0,0.0,0.0,0.0,2.7,21.0,105.7,238.9,98.3,29.3,0.0,0.0,495.9,Gujarat,495.90000000000003,-5.684341886080802e-14
2450,Saurashtra & Kutch,1917,3.4,0.2,0.0,1.5,57.0,81.4,215.2,209.9,109.6,208.5,0.0,0.0,886.7,Gujarat,886.7,0.0
2451,Saurashtra & Kutch,1918,0.0,0.0,0.6,0.6,3.8,9.9,45.0,49.0,8.6,0.2,0.0,0.0,117.7,Gujarat,117.7,0.0
2452,Saurashtra & Kutch,1919,7.5,0.0,0.0,1.1,0.9,24.9,170.4,179.6,31.2,18.2,11.3,0.0,445.1,Gujarat,445.09999999999997,5.684341886080802e-14
2453,Saurashtra & Kutch,1920,12.5,4.5,0.3,0.2,20.7,237.7,145.2,52.4,16.5,0.0,0.0,0.0,490.0,Gujarat,489.99999999999994,5.684341886080802e-14
2454,Saurashtra & Kutch,1921,0.0,0.0,0.0,0.0,0.0,8.6,317.4,79.1,190.0,2.7,0.0,0.2,598.0,Gujarat,598.0000000000001,-1.1368683772161603e-13
2455,Saurashtra & Kutch,1922,0.0,0.0,0.0,1.0,0.1,40.7,127.4,31.5,130.6,1.1,0.0,2.3,334.7,Gujarat,334.70000000000005,-5.684341886080802e-14
2456,Saurashtra & Kutch,1923,0.0,11.4,0.0,0.5,2.7,2.0,103.7,69.8,14.0,0.8,0.0,0.0,204.9,Gujarat,204.90000000000003,-2.842170943040401e-14
2457,Saurashtra & Kutch,1924,0.0,0.1,0.1,0.0,6.7,41.0,121.3,78.6,62.1,0.3,0.0,0.4,310.6,Gujarat,310.59999999999997,5.684341886080802e-14
2458,Saurashtra & Kutch,1925,0.0,0.0,0.0,0.0,11.7,200.5,79.9,29.2,7.6,0.0,11.8,0.0,340.7,Gujarat,340.70000000000005,-5.684341886080802e-14
2459,Saurashtra & Kutch,1926,6.0,0.0,0.3,2.2,22.1,9.9,250.4,212.3,396.6,1.7,0.0,0.0,901.5,Gujarat,901.5,0.0
2460,Saurashtra & Kutch,1927,0.0,8.8,0.1,0.0,1.9,52.5,442.1,47.7,55.8,22.0,3.5,5.1,639.5,Gujarat,639.5,0.0
2461,Saurashtra & Kutch,1928,0.6,0.0,0.0,0.2,0.0,4.8,203.4,91.8,88.9,26.9,10.3,0.0,426.9,Gujarat,426.90000000000003,-5.684341886080802e-14
2462,Saurashtra & Kutch,1929,5.1,0.0,0.0,3.1,0.5,39.6,268.4,63.2,11.5,7.7,1.3,21.3,421.7,Gujarat,421.7,0.0
2463,Saurashtra & Kutch,1930,4.8,0.5,0.0,0.1,1.8,124.1,225.0,38.2,38.5,17.1,0.0,0.1,450.2,Gujarat,450.2,0.0
2464,Saurashtra & Kutch,1931,0.2,0.6,0.0,0.1,3.1,8.1,115.0,119.2,20.8,60.1,2.5,0.0,329.7,Gujarat,329.70000000000005,-5.684341886080802e-14
2465,Saurashtra & Kutch,1932,0.0,0.0,0.0,0.0,0.3,16.1,384.1,38.5,18.4,35.0,0.0,0.0,492.4,Gujarat,492.4,0.0
2466,Saurashtra & Kutch,1933,0.0,4.5,1.2,11.4,103.9,59.6,220.1,242.0,107.0,5.9,2.2,0.2,758.0,Gujarat,758.0000000000001,-1.1368683772161603e-13
2467,Saurashtra & Kutch,1934,0.0,0.0,0.6,0.1,0.0,161.6,114.9,104.8,11.4,0.9,4.0,0.0,398.3,Gujarat,398.29999999999995,5.684341886080802e-14
2468,Saurashtra & Kutch,1935,11.5,0.0,0.0,2.5,0.0,44.8,353.0,64.6,42.3,4.9,0.0,0.4,524.0,Gujarat,523.9999999999999,1.1368683772161603e-13
2469,Saurashtra & Kutch,1936,0.0,3.2,0.4,0.0,0.2,114.4,87.8,17.3,114.6,0.0,32.4,0.8,371.1,Gujarat,371.09999999999997,5.684341886080802e-14
2470,Saurashtra & Kutch,1937,0.0,2.4,0.0,0.0,0.0,117.2,271.4,6.0,112.2,8.3,0.0,16.1,533.6,Gujarat,533.6,0.0
2471,Saurashtra & Kutch,1938,0.0,0.0,0.0,0.0,10.0,141.4,114.3,59.2,5.3,15.4,0.0,0.3,345.9,Gujarat,345.9,0.0
2472,Saurashtra & Kutch,1939,0.0,8.6,2.3,0.0,0.0,9.0,62.2,79.5,11.8,4.1,1.9,0.0,179.4,Gujarat,179.4,0.0
2473,Saurashtra & Kutch,1940,7.2,6.4,6.5,0.1,1.7,111.6,87.6,85.6,23.2,2.2,24.5,0.0,356.6,Gujarat,356.59999999999997,5.684341886080802e-14
2474,Saurashtra & Kutch,1941,0.5,3.4,0.0,0.1,0.8,14.4,347.2,13.4,17.1,2.9,0.0,2.0,401.8,Gujarat,401.79999999999995,5.684341886080802e-14
2475,Saurashtra & Kutch,1942,1.0,21.0,0.0,0.0,6.0,13.2,111.3,146.7,42.9,0.0,0.0,0.1,342.2,Gujarat,342.2,0.0
2476,Saurashtra & Kutch,1943,0.2,0.0,0.0,1.8,8.8,62.1,352.7,13.4,71.7,15.8,0.1,0.0,526.6,Gujarat,526.6,0.0
2477,Saurashtra & Kutch,1944,0.9,0.0,2.1,0.0,4.0,70.0,429.5,196.4,13.1,0.3,0.0,1.3,717.6,Gujarat,717.5999999999999,1.1368683772161603e-13
2478,Saurashtra & Kutch,1945,10.0,0.0,0.0,0.7,0.4,120.9,328.3,102.9,69.1,0.8,0.0,0.0,633.1,Gujarat,633.1,0.0
2479,Saurashtra & Kutch,1946,0.0,0.4,0.0,0.9,3.2,137.1,134.3,156.5,30.3,1.8,8.2,0.6,473.3,Gujarat,473.3,0.0
2480,Saurashtra & Kutch,1947,0.0,0.0,0.0,64.4,0.0,1.2,79.1,260.4,151.6,2.1,0.0,0.0,558.8,Gujarat,558.8,0.0
2481,Saurashtra & Kutch,1948,8.2,0.0,0.0,0.0,0.4,13.4,19.4,74.7,72.6,34.0,23.5,1.4,247.6,Gujarat,247.6,0.0
2482,Saurashtra & Kutch,1949,0.0,0.1,0.0,0.0,0.9,13.3,236.5,231.8,55.9,3.4,0.3,0.0,542.2,Gujarat,542.1999999999999,1.1368683772161603e-13
2483,Saurashtra & Kutch,1950,0.2,0.0,0.0,0.0,0.0,3.1,386.8,21.0,62.5,0.0,0.0,0.0,473.6,Gujarat,473.6,0.0
2484,Saurashtra & Kutch,1951,0.0,0.0,0.8,0.8,1.4,40.0,128.3,87.7,6.9,0.4,18.8,0.0,285.1,Gujarat,285.09999999999997,5.684341886080802e-14
2485,Saurashtra & Kutch,1952,0.0,0.3,0.0,0.1,1.7,79.1,279.3,32.7,5.6,1.4,0.7,0.0,400.9,Gujarat,400.9,0.0
2486,Saurashtra & Kutch,1953,6.5,0.3,0.3,0.0,0.0,66.3,112.1,450.3,69.7,1.0,0.0,0.0,706.5,Gujarat,706.5,0.0
2487,Saurashtra & Kutch,1954,1.9,1.1,3.5,0.0,0.4,47.6,180.6,207.0,154.9,0.8,0.5,1.5,599.8,Gujarat,599.8,0.0
2488,Saurashtra & Kutch,1955,0.0,0.0,0.9,0.0,0.9,26.3,26.5,140.8,181.0,8.3,0.0,0.4,385.1,Gujarat,385.09999999999997,5.684341886080802e-14
2489,Saurashtra & Kutch,1956,0.3,0.2,0.0,0.2,1.2,81.3,318.8,175.4,100.4,59.0,1.8,0.4,739.0,Gujarat,738.9999999999999,1.1368683772161603e-13
2490,Saurashtra & Kutch,1957,1.7,0.0,0.1,0.1,1.5,78.6,197.7,90.4,8.0,1.5,18.1,0.8,398.5,Gujarat,398.50000000000006,-5.684341886080802e-14
2491,Saurashtra & Kutch,1958,0.9,0.5,0.3,3.3,0.5,43.5,159.9,80.8,213.9,34.6,10.1,3.4,551.7,Gujarat,551.7,0.0
2492,Saurashtra & Kutch,1959,0.9,0.0,0.0,2.2,1.7,66.5,549.1,69.0,210.2,116.7,4.6,0.0,1020.9,Gujarat,1020.9,0.0
2493,Saurashtra & Kutch,1960,0.1,0.0,0.5,0.0,5.9,122.4,132.5,42.9,32.4,0.5,0.0,0.0,337.2,Gujarat,337.19999999999993,5.684341886080802e-14
2494,Saurashtra & Kutch,1961,1.0,7.0,4.8,0.0,2.0,125.9,294.0,127.2,178.8,12.1,0.2,0.0,753.0,Gujarat,753.0000000000001,-1.1368683772161603e-13
2495,Saurashtra & Kutch,1962,0.0,0.0,0.7,0.7,2.8,24.0,136.9,103.2,90.3,0.3,12.7,0.2,371.8,Gujarat,371.8,0.0
2496,Saurashtra & Kutch,1963,0.5,0.0,1.0,1.5,0.5,25.0,83.1,123.6,65.8,45.4,32.5,0.2,379.1,Gujarat,379.09999999999997,5.684341886080802e-14
2497,Saurashtra & Kutch,1964,0.2,0.0,0.0,0.0,1.6,105.5,168.4,184.9,78.8,0.1,0.0,0.0,539.5,Gujarat,539.5,0.0
2498,Saurashtra & Kutch,1965,5.5,0.0,0.0,0.3,0.2,1.4,285.7,112.1,13.7,0.2,2.1,0.0,421.2,Gujarat,421.19999999999993,5.684341886080802e-14
2499,Saurashtra & Kutch,1966,0.2,0.0,0.0,0.0,0.2,74.7,167.3,6.8,76.5,0.7,0.1,0.0,326.5,Gujarat,326.50000000000006,-5.684341886080802e-14
2500,Saurashtra & Kutch,1967,0.0,0.0,46.2,0.7,0.2,106.2,467.4,61.2,30.8,0.1,0.0,25.6,738.4,Gujarat,738.4000000000001,-1.1368683772161603e-13
2501,Saurashtra & Kutch,1968,1.1,1.0,0.9,0.0,0.6,11.0,104.9,165.2,24.2,5.1,0.6,0.0,314.6,Gujarat,314.6,0.0
2502,Saurashtra & Kutch,1969,0.0,0.2,0.0,0.0,0.0,44.2,176.3,35.5,26.9,0.3,6.4,0.2,290.0,Gujarat,290.0,0.0
2503,Saurashtra & Kutch,1970,0.1,0.1,0.4,0.2,7.6,70.2,215.7,327.5,196.0,17.7,0.1,0.0,835.6,Gujarat,835.6,0.0
2504,Saurashtra & Kutch,1971,0.3,0.0,0.0,0.3,2.0,147.1,176.8,134.1,52.2,0.9,0.0,0.0,513.7,Gujarat,513.7,0.0
2505,Saurashtra & Kutch,1972,0.1,3.4,0.0,0.0,0.3,87.0,98.8,24.9,7.2,0.4,0.0,0.0,222.1,Gujarat,222.1,0.0
2506,Saurashtra & Kutch,1973,0.8,0.1,0.0,0.0,0.5,50.8,177.2,78.6,75.3,7.0,0.0,0.0,390.3,Gujarat,390.3,0.0
2507,Saurashtra & Kutch,1974,0.0,0.0,0.0,0.2,10.3,16.1,56.4,26.1,45.6,29.6,0.0,0.4,184.7,Gujarat,184.7,0.0
2508,Saurashtra & Kutch,1975,0.7,0.0,0.0,0.0,0.0,101.2,87.5,189.3,200.0,103.3,0.0,0.0,682.0,Gujarat,682.0,0.0
2509,Saurashtra & Kutch,1976,1.0,0.1,1.0,0.0,0.0,103.7,237.8,188.2,64.8,2.3,26.6,0.0,625.5,Gujarat,625.4999999999999,1.1368683772161603e-13
2510,Saurashtra & Kutch,1977,1.0,0.0,0.0,0.0,7.7,161.0,198.2,88.6,98.9,0.9,7.8,0.0,564.1,Gujarat,564.0999999999999,1.1368683772161603e-13
2511,Saurashtra & Kutch,1978,0.0,0.7,0.0,2.5,0.0,157.4,104.2,170.3,11.1,9.7,32.1,0.5,488.5,Gujarat,488.50000000000006,-5.684341886080802e-14
2512,Saurashtra & Kutch,1979,0.0,3.3,0.0,0.0,0.1,143.5,34.7,634.0,37.0,12.2,89.7,1.0,955.5,Gujarat,955.5000000000001,-1.1368683772161603e-13
2513,Saurashtra & Kutch,1980,0.3,0.2,0.0,0.0,0.0,321.8,231.6,58.1,15.1,0.1,0.9,7.8,635.9,Gujarat,635.9,0.0
2514,Saurashtra & Kutch,1981,0.7,0.0,0.0,0.0,0.7,46.0,284.5,163.8,89.5,32.8,87.0,0.0,705.0,Gujarat,705.0,0.0
2515,Saurashtra & Kutch,1982,0.1,0.0,0.0,0.3,20.5,5.2,136.7,114.1,16.9,0.7,106.7,0.0,401.2,Gujarat,401.19999999999993,5.684341886080802e-14
2516,Saurashtra & Kutch,1983,0.2,0.1,0.0,1.3,0.5,210.2,211.8,246.3,67.8,20.3,0.0,0.0,758.5,Gujarat,758.5,0.0
2517,Saurashtra & Kutch,1984,0.0,0.0,0.0,0.0,0.0,57.7,116.7,153.2,116.1,0.0,0.0,0.0,443.7,Gujarat,443.70000000000005,-5.684341886080802e-14
2518,Saurashtra & Kutch,1985,0.0,0.0,0.0,0.0,5.1,12.0,103.3,118.6,17.7,42.1,0.0,0.0,298.8,Gujarat,298.8,0.0
2519,Saurashtra & Kutch,1986,0.0,0.0,0.2,0.0,2.2,167.8,30.4,93.0,4.8,0.0,0.0,0.1,298.5,Gujarat,298.50000000000006,-5.684341886080802e-14
2520,Saurashtra & Kutch,1987,0.0,0.0,0.4,0.0,0.1,31.4,18.4,33.5,2.1,0.1,3.2,3.3,92.5,Gujarat,92.49999999999999,1.4210854715202004e-14
2521,Saurashtra & Kutch,1988,0.0,0.0,0.0,1.1,0.1,12.7,495.8,110.8,131.0,0.8,0.0,0.0,752.3,Gujarat,752.3,0.0
2522,Saurashtra & Kutch,1989,1.8,0.0,0.2,0.0,0.0,134.5,256.6,60.6,41.3,3.1,0.0,0.0,498.1,Gujarat,498.1000000000001,-5.684341886080802e-14
2523,Saurashtra & Kutch,1990,0.0,2.3,0.4,0.0,5.9,32.9,16.9,259.4,70.1,18.8,0.1,1.1,407.9,Gujarat,407.90000000000003,-5.684341886080802e-14
2524,Saurashtra & Kutch,1991,0.0,0.0,0.0,0.0,0.0,13.3,155.6,44.2,5.4,0.0,0.0,0.3,218.8,Gujarat,218.80000000000004,-2.842170943040401e-14
2525,Saurashtra & Kutch,1992,1.8,0.2,0.0,0.0,0.1,45.1,343.2,111.9,88.7,9.5,0.2,0.0,600.7,Gujarat,600.7,0.0
2526,Saurashtra & Kutch,1993,1.5,4.8,0.0,0.0,0.0,41.4,140.6,4.0,70.1,30.5,17.2,2.5,312.6,Gujarat,312.59999999999997,5.684341886080802e-14
2527,Saurashtra & Kutch,1994,1.0,0.0,0.0,0.0,0.0,99.4,403.1,137.5,231.6,0.2,0.0,0.0,872.8,Gujarat,872.8000000000001,-1.1368683772161603e-13
2528,Saurashtra & Kutch,1995,0.0,0.0,0.2,0.0,0.0,3.0,259.1,45.4,42.5,23.9,0.0,0.0,374.1,Gujarat,374.09999999999997,5.684341886080802e-14
2529,Saurashtra & Kutch,1996,0.4,0.0,0.0,0.1,0.0,137.1,162.1,23.9,11.8,39.0,0.0,0.0,374.4,Gujarat,374.4,0.0
2530,Saurashtra & Kutch,1997,0.8,0.0,0.6,0.3,3.0,189.8,137.4,95.7,170.7,1.9,0.0,0.0,600.2,Gujarat,600.1999999999999,1.1368683772161603e-13
2531,Saurashtra & Kutch,1998,0.0,0.0,0.0,0.0,0.0,109.1,149.6,94.4,62.1,150.0,1.6,0.0,566.8,Gujarat,566.8000000000001,-1.1368683772161603e-13
2532,Saurashtra & Kutch,1999,1.3,10.5,0.0,0.0,131.9,60.6,42.3,17.4,23.9,92.9,0.0,0.0,380.8,Gujarat,380.79999999999995,5.684341886080802e-14
2533,Saurashtra & Kutch,2000,0.0,0.0,0.0,0.0,2.9,5.4,224.7,46.2,4.5,2.2,0.0,0.1,286.0,Gujarat,286.0,0.0
2534,Saurashtra & Kutch,2001,0.0,0.0,0.0,0.2,0.9,172.9,191.1,116.9,20.6,7.6,0.0,0.0,510.2,Gujarat,510.20000000000005,-5.684341886080802e-14
2535,Saurashtra & Kutch,2002,0.0,0.0,0.0,0.0,0.0,166.4,8.0,117.5,15.1,0.2,0.2,0.6,308.0,Gujarat,308.0,0.0
2536,Saurashtra & Kutch,2003,0.0,0.4,0.0,0.0,0.0,68.2,402.2,190.7,21.7,3.0,0.0,0.0,686.2,Gujarat,686.2,0.0
2537,Saurashtra & Kutch,2004,0.2,0.0,0.0,0.0,13.6,95.0,90.0,227.7,36.1,19.7,0.0,0.0,482.3,Gujarat,482.3,0.0
2538,Saurashtra & Kutch,2005,0.0,0.0,0.0,0.2,0.2,201.2,126.7,68.4,233.1,1.7,0.0,0.0,631.5,Gujarat,631.5000000000001,-1.1368683772161603e-13
2539,Saurashtra & Kutch,2006,0.0,0.0,1.9,0.0,0.0,66.2,373.4,189.8,68.2,1.4,0.3,0.6,701.8,Gujarat,701.8,0.0
2540,Saurashtra & Kutch,2007,0.0,1.9,0.1,0.0,0.2,114.1,209.2,405.4,157.0,1.7,1.2,0.0,890.8,Gujarat,890.8000000000001,-1.1368683772161603e-13
2541,Saurashtra & Kutch,2008,0.1,0.1,0.1,0.5,0.0,96.0,150.3,115.1,231.6,5.8,0.6,7.7,607.9,Gujarat,607.9000000000001,-1.1368683772161603e-13
2542,Saurashtra & Kutch,2009,0.0,0.0,0.0,0.0,0.0,68.1,409.1,106.0,8.8,3.3,1.5,0.0,596.8,Gujarat,596.8,0.0
2543,Saurashtra & Kutch,2010,0.1,0.0,0.0,0.0,0.1,71.1,393.8,391.3,187.6,11.6,64.3,0.0,1119.9,Gujarat,1119.8999999999999,2.2737367544323206e-13
2544,Saurashtra & Kutch,2011,0.0,1.4,0.0,0.0,0.0,26.0,212.7,290.9,210.1,1.2,0.1,0.0,742.4,Gujarat,742.4000000000001,-1.1368683772161603e-13
2545,Saurashtra & Kutch,2012,0.0,0.0,0.0,0.2,0.1,22.4,34.7,34.5,228.5,2.4,0.0,1.0,323.8,Gujarat,323.79999999999995,5.684341886080802e-14
2546,Saurashtra & Kutch,2013,1.7,0.2,0.1,8.5,0.1,127.7,171.2,83.3,260.2,28.6,0.0,0.0,681.6,Gujarat,681.6,0.0
2547,Saurashtra & Kutch,2014,0.3,0.0,0.1,0.5,2.1,17.3,137.7,118.8,99.2,5.2,2.7,0.0,383.9,Gujarat,383.9,0.0
2548,Saurashtra & Kutch,2015,0.9,0.0,4.4,2.1,0.8,112.6,226.7,10.6,79.9,3.3,0.3,0.0,441.6,Gujarat,441.6,0.0
2549,Saurashtra & Kutch,2016,0.0,0.0,0.3,0.0,1.1,31.3,110.0,216.0,59.6,64.7,0.0,0.0,483.0,Gujarat,483.0,0.0
2550,Saurashtra & Kutch,2017,0.1,0.0,0.0,0.0,0.1,81.8,368.6,153.5,41.8,4.8,0.0,1.3,652.0,Gujarat,651.9999999999999,1.1368683772161603e-13
2551,Konkan & Goa,1901,5.6,0.1,0.4,35.7,19.9,746.1,1075.5,748.0,117.4,38.6,5.4,0.1,2792.8,Goa,2792.8,0.0
2552,Konkan & Goa,1902,0.3,0.0,0.0,0.4,7.6,428.2,943.6,515.1,613.8,74.3,42.7,48.0,2674.0,Goa,2674.0,0.0
2553,Konkan & Goa,1903,0.0,0.0,0.1,0.0,201.1,470.5,1298.6,673.9,285.1,140.8,12.4,1.7,3084.2,Goa,3084.2,0.0
2554,Konkan & Goa,1904,0.0,0.1,6.6,6.3,4.6,975.8,771.7,321.3,217.0,90.3,0.0,0.0,2393.7,Goa,2393.7000000000003,-4.547473508864641e-13
2555,Konkan & Goa,1905,0.1,0.1,0.0,0.4,8.6,293.7,770.6,305.5,208.3,83.5,12.1,0.0,1682.9,Goa,1682.8999999999999,2.2737367544323206e-13
2556,Konkan & Goa,1906,5.0,0.9,0.0,0.0,2.9,547.4,1090.9,506.7,222.5,31.6,10.2,0.7,2418.8,Goa,2418.7999999999993,9.094947017729282e-13
2557,Konkan & Goa,1907,1.7,1.0,0.0,20.1,0.0,583.1,1170.9,811.5,164.0,11.4,1.9,0.9,2766.5,Goa,2766.5000000000005,-4.547473508864641e-13
2558,Konkan & Goa,1908,0.9,1.1,0.0,2.3,1.0,440.0,1391.8,649.8,222.4,24.6,1.6,0.0,2735.5,Goa,2735.4999999999995,4.547473508864641e-13
2559,Konkan & Goa,1909,0.1,0.0,0.1,0.3,7.8,759.5,1301.8,381.5,384.4,17.5,7.4,0.1,2860.5,Goa,2860.5,0.0
2560,Konkan & Goa,1910,0.0,0.0,0.3,0.0,2.6,832.4,407.8,763.2,374.6,121.4,41.7,0.0,2544.0,Goa,2544.0,0.0
2561,Konkan & Goa,1911,0.2,0.0,3.2,0.0,17.1,543.6,585.6,750.3,175.5,34.2,21.4,3.6,2134.7,Goa,2134.7,0.0
2562,Konkan & Goa,1912,0.0,0.0,0.0,4.1,28.9,671.0,1242.9,541.7,135.2,71.9,97.5,0.0,2793.2,Goa,2793.2000000000003,-4.547473508864641e-13
2563,Konkan & Goa,1913,0.0,0.0,0.0,1.3,18.7,897.9,1074.3,321.8,194.4,107.5,1.6,0.0,2617.5,Goa,2617.5,0.0
2564,Konkan & Goa,1914,0.0,0.8,0.0,0.8,1.6,706.9,1370.3,797.6,549.9,21.9,11.2,3.6,3464.6,Goa,3464.6,0.0
2565,Konkan & Goa,1915,0.0,4.7,5.9,10.2,7.7,845.1,734.4,355.1,412.2,137.4,12.8,0.3,2525.8,Goa,2525.8,0.0
2566,Konkan & Goa,1916,0.0,0.0,0.0,2.4,39.9,832.7,765.6,851.1,620.1,204.7,86.1,0.0,3402.6,Goa,3402.5999999999995,4.547473508864641e-13
2567,Konkan & Goa,1917,0.0,18.4,1.2,0.3,17.5,807.6,675.1,902.5,567.7,408.0,32.6,0.0,3430.9,Goa,3430.9,0.0
